Features	S100001	S100003	S100009	S100015	S100016	S100043	S100046	S100047	S100048	S100049	S100051	S100052	S100058	S100060	S100062	S100065	S100068	S100070	S100071	S100072	S100074	S100075	S100077	S100078	S100080	S100083	S100084	S100085	S100086	S100087	S100088	S100089	S100090	S100091	S100092	S100095	S100096	S100099	S100100	S100101	S100102	S100104	S100105	S100106	S100107	S100109	S100115	S100117	S100128	S100143	S100144	S100150	S100151	S100154	S100155	S100156	S100158	S100160	S100161	S100162	S100163	S100164	S100165	S100166	S100167	S100168	S100169	S100170	S100171	S100172	S100173	S100174	S100175	S100176	S100177	S100178	S100180	S100181	S100182	S100183	S100184	S100187	S100188	S100190	S100191	S100192	S100195	S100196	S100197	S100198	S100200	S100202	S100203	S100204	S100205	S100206	S100207	S100209	S100210	S100211	S100212	S100214	S100216	S100217	S100219	S100220	S100221	S100222	S100224	S100225	S100226	S100227	S100228	S100229	S100233	S100234	S7003A	S7003B	S7007	S7010	S7016	S7018	S7021	S7022	S7035	S7037	S7039	S7043	S7049	S7052	S7059	S7061	S7064	S7072	S7077A	S7077B	S7079	S7085	S7094A	S7094B	S7094C	S7095	S7097	S7102	S7111	S7116	S7117	S7123	S7124	S7125	S7126	S7129	S7130	S7134	S7135	S7141	S7145	S7153	S7154	S7156	S7160	S7164	S7168	S7174	S7175A	S7175B	S7178A	S7178B	S7181	S7185	S7200	S7221	S7225	S7228	S7233	S7242A	S7242B	S7250	S7251	S7265	S7267	S7284	S7287	S7295	S7298	S7313	S7325	S7347	S7352	S7355	S7356	S7360	S7361	S7365	S7385	S7429	S7454	S7584	S7594	S7610	S7614	S7615	S7621	S7624	S7632	S7662	S7664	S7749	S7775	S7844	S7848	S7855	S7858	S7859	S7860	S7861	S7862	S7870	S7871	S7879	S7899	S7904	S7906	S7908	S7909	S7910	S7911	S7912
Synthesis_and_degradation_of_ketone_bodies	61.59	86.93	50.08	57.09	107.45	65.80	82.00	79.63	102.88	109.07	81.89	22.63	78.63	95.98	102.70	70.45	74.63	67.02	75.71	93.58	73.26	45.36	87.74	62.24	92.53	67.92	62.12	79.27	66.83	95.18	59.57	62.70	80.72	105.56	90.81	81.53	80.51	57.16	29.82	89.73	74.56	57.78	75.93	70.70	84.53	73.35	65.24	45.88	85.67	86.92	42.56	76.59	62.98	73.20	86.34	61.76	63.01	115.02	63.88	71.66	64.19	22.36	81.15	84.64	54.08	61.86	121.57	96.00	59.74	60.53	69.42	125.70	59.10	95.92	106.27	74.04	61.40	45.30	64.62	58.55	49.29	238.63	60.81	85.23	76.58	29.52	66.80	50.46	86.93	75.19	76.94	23.27	59.98	63.05	60.43	89.35	75.61	56.67	36.27	71.02	85.37	119.38	50.56	62.28	65.15	54.67	88.70	86.84	68.04	88.46	54.39	61.40	68.46	59.21	81.64	83.75	48.83	26.59	13.04	26.77	58.39	35.52	46.37	30.02	10.22	64.16	71.55	41.82	28.29	67.95	130.76	55.20	60.96	32.54	49.56	59.69	64.63	11.45	38.39	24.38	18.26	442.81	40.77	48.61	78.54	61.19	40.51	54.64	74.35	45.11	17.82	84.21	15.19	77.37	35.80	48.25	56.63	24.85	81.97	87.82	20.33	19.13	70.56	79.80	60.17	30.95	41.91	63.81	32.76	15.76	23.99	75.19	78.83	74.09	107.98	55.88	51.52	81.89	7.36	74.82	109.06	31.53	57.52	19.95	70.87	39.22	24.18	46.40	55.43	91.60	59.20	48.11	57.40	93.07	235.29	50.20	82.84	42.95	21.08	82.26	33.60	46.85	86.95	36.60	9.52	86.80	50.55	11.16	79.88	80.56	76.91	84.50	102.93	77.27	60.02	63.30	98.23	52.05	54.89	99.67	68.63	61.00	86.86	82.59	69.87	78.19	64.89	91.92
Cutin_suberine_and_wax_biosynthesis	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.14	0.00	0.15	0.02	0.00	0.00	0.00	0.00	0.10	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	1.15	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Steroid_biosynthesis	5.04	0.45	0.37	5.85	0.82	0.63	0.14	0.31	2.16	7.30	2.52	0.68	0.25	0.46	0.60	2.07	0.62	1.57	1.06	1.85	1.45	1.50	1.20	2.67	2.14	1.48	2.13	0.33	3.43	1.34	0.90	0.67	1.25	2.60	4.16	0.58	1.27	1.10	1.23	1.64	3.43	0.63	7.54	2.15	1.54	1.88	0.20	0.46	3.46	1.22	0.23	0.61	0.70	1.45	2.28	1.79	1.56	27.90	3.00	0.77	5.17	0.77	0.83	3.16	0.30	0.53	0.42	1.10	0.93	2.34	3.37	0.49	1.07	2.79	0.21	0.79	0.60	1.51	4.36	0.50	0.11	123.56	3.99	1.94	1.69	1.26	2.10	3.56	0.38	0.37	2.60	1.34	0.07	5.57	1.91	0.63	5.98	2.94	0.56	1.15	0.69	1.29	0.56	1.50	1.95	4.13	1.20	1.19	2.93	2.34	4.70	7.13	1.80	1.89	7.86	2.03	4.78	1.15	1.85	5.69	0.26	6.66	2.20	2.07	2.69	1.67	1.26	0.23	4.52	3.99	13.95	14.30	0.07	3.29	1.37	2.38	1.49	0.78	4.23	4.70	6.66	62.66	0.79	1.78	1.62	2.64	0.91	1.64	0.34	2.49	0.09	3.14	0.77	0.57	6.16	2.41	1.25	1.12	0.36	2.67	3.42	1.93	2.61	0.54	0.46	0.50	0.33	0.92	6.92	2.04	1.34	0.72	32.29	0.68	1.64	3.80	2.39	0.46	0.35	1.64	0.83	1.08	3.20	0.97	0.93	1.27	3.20	1.00	8.44	4.66	1.38	2.17	0.76	2.72	4.23	0.46	23.44	0.70	5.14	0.09	10.39	2.72	1.32	2.41	1.07	2.61	1.35	0.88	1.14	1.28	2.30	1.95	1.84	0.84	0.50	3.21	0.85	1.39	2.12	6.07	4.96	1.31	1.60	1.19	3.75	2.29	2.81	4.25
Primary_bile_acid_biosynthesis	72.41	56.46	34.95	50.86	43.47	78.34	61.25	56.89	49.86	39.03	91.75	78.36	76.36	35.42	36.13	44.20	63.07	72.08	55.85	72.83	70.47	41.88	65.25	94.56	86.94	73.14	52.64	77.49	54.65	62.36	78.69	72.68	48.38	68.85	60.15	48.55	58.23	52.82	29.43	77.32	62.09	64.35	58.00	69.94	57.52	72.31	37.72	62.04	75.07	60.54	73.80	57.50	73.35	46.22	70.70	65.88	63.59	117.00	65.78	83.88	65.61	81.48	73.18	61.29	58.65	64.37	103.81	51.00	71.29	91.98	77.70	21.42	44.29	75.22	107.26	30.57	65.27	65.77	55.90	43.02	81.27	106.03	38.15	61.95	59.92	58.55	52.93	48.64	32.40	56.16	29.80	57.45	41.27	61.62	77.28	48.37	63.15	93.65	87.58	96.09	71.27	36.12	92.48	32.83	79.74	58.41	85.11	55.71	74.71	61.96	55.47	85.87	37.20	71.17	67.96	48.06	51.26	53.07	10.40	24.62	48.50	12.34	28.36	23.45	25.96	33.02	41.11	17.70	15.85	42.31	109.70	38.47	19.09	62.70	57.92	21.31	33.19	38.53	60.84	26.15	31.49	22.47	37.60	47.45	46.63	37.15	50.52	25.06	38.90	43.26	33.34	54.87	64.67	56.68	71.46	109.11	24.52	73.58	25.92	51.63	23.51	73.26	42.07	48.64	80.41	72.09	42.99	51.56	14.63	11.76	47.10	58.96	35.64	38.71	34.86	60.31	29.94	36.65	63.34	53.52	40.45	52.63	56.08	43.16	43.68	60.59	52.18	75.93	59.02	44.92	52.61	24.74	78.53	37.49	56.94	48.39	21.80	34.52	82.20	50.94	62.59	58.91	51.96	22.73	21.64	20.26	34.33	10.88	73.85	59.10	46.71	52.07	38.23	39.02	62.75	69.29	49.59	57.62	61.04	38.35	55.63	58.28	57.91	38.70	47.77	51.42	65.11	53.85
Secondary_bile_acid_biosynthesis	68.41	54.54	33.27	47.48	42.15	77.20	56.56	56.02	48.95	37.77	88.93	76.39	72.44	34.81	34.85	42.26	60.66	69.89	53.65	68.80	68.10	36.01	62.18	91.41	85.07	70.96	50.16	76.05	52.83	60.67	75.99	70.77	47.69	66.22	57.03	46.58	54.98	51.68	26.70	74.21	58.01	60.09	55.83	67.14	54.91	70.38	33.18	59.79	72.61	55.16	72.76	56.10	66.65	45.32	67.54	58.81	61.85	116.09	64.12	80.97	60.92	78.09	69.55	59.86	54.78	61.12	99.55	47.61	66.80	89.31	74.76	21.30	44.16	70.15	104.04	29.22	61.30	63.08	52.86	41.10	77.25	100.98	36.73	57.29	58.89	56.17	48.14	45.72	31.97	55.47	28.64	55.56	39.43	57.28	72.99	46.89	60.85	91.99	84.47	88.94	70.10	35.61	91.24	31.15	78.00	55.82	78.42	54.51	72.71	56.39	52.80	82.52	34.86	67.76	65.16	45.46	49.56	52.51	9.52	22.48	48.11	11.24	27.60	19.37	25.13	31.74	39.66	17.22	15.54	37.28	107.99	35.72	11.09	60.80	50.49	20.38	32.06	37.81	53.25	24.91	30.04	3.52	36.97	46.61	45.51	34.69	49.47	23.15	37.68	42.01	32.38	53.95	61.96	48.02	68.55	106.73	22.71	72.50	25.01	49.60	20.82	72.67	41.13	48.33	78.98	70.18	41.39	49.79	13.59	11.49	43.90	56.96	32.54	37.15	33.29	58.81	21.23	35.44	62.29	51.38	37.38	49.17	55.54	42.25	42.87	59.19	51.62	73.86	56.39	44.08	51.85	24.18	76.99	36.44	55.03	46.96	17.76	33.51	81.63	50.16	61.26	54.44	50.57	21.25	20.77	19.96	32.84	10.00	70.51	56.76	44.68	48.72	37.37	37.34	61.31	63.40	47.59	52.91	59.59	37.22	53.90	56.35	56.64	36.38	46.13	49.12	61.27	51.60
Ubiquinone_and_other_terpenoid_quinone_biosynthesis	272.16	162.51	444.44	221.65	158.08	279.20	189.93	204.75	188.97	242.21	262.32	355.69	205.07	191.58	128.09	164.11	177.40	296.88	193.77	208.27	228.08	344.93	283.73	313.83	259.84	256.69	201.60	262.23	212.19	191.79	348.81	222.40	237.74	197.75	205.25	190.22	195.30	256.64	130.81	229.47	185.48	194.46	209.00	257.35	220.75	249.41	458.04	243.60	230.60	183.18	230.38	201.23	211.90	348.64	258.67	198.95	238.03	565.50	250.70	302.31	277.57	441.31	205.83	217.24	154.57	196.56	299.81	174.80	255.35	259.44	285.44	116.65	409.68	267.58	276.97	269.09	221.62	240.08	232.22	127.46	275.13	924.52	377.28	207.47	265.10	240.62	156.66	159.18	300.09	247.69	281.05	288.44	235.23	248.70	287.28	236.47	266.05	182.85	297.30	319.88	217.58	152.27	352.66	139.52	222.26	259.55	262.73	234.45	285.81	283.59	260.41	328.73	165.52	282.11	370.81	182.05	262.61	295.80	126.87	242.76	247.70	241.63	109.10	361.41	139.70	209.75	178.49	79.69	84.64	613.78	542.04	401.14	676.75	406.04	796.33	101.25	247.54	200.75	681.71	188.96	215.77	1486.20	198.14	248.38	222.96	398.09	201.93	398.77	140.86	202.79	170.03	248.66	427.58	770.92	567.03	344.81	104.11	232.04	163.91	251.79	339.93	362.60	143.26	187.28	260.33	289.80	169.13	220.92	196.66	96.16	427.06	263.47	482.73	250.11	224.21	373.55	784.12	131.45	300.29	249.88	370.48	743.87	289.16	284.39	303.12	254.03	281.62	356.49	370.19	196.65	207.58	175.56	248.64	290.37	347.43	251.42	440.34	137.24	375.12	165.04	309.09	311.63	230.02	291.54	170.39	82.26	162.26	74.36	221.42	249.23	191.72	176.16	229.35	150.22	228.01	217.84	150.08	176.84	292.48	189.66	248.66	224.56	179.25	130.54	160.15	159.68	199.20	200.18
Steroid_hormone_biosynthesis	180.33	129.11	119.44	176.03	175.48	197.63	122.22	198.83	164.98	154.04	160.27	296.24	107.78	195.08	139.52	104.67	158.60	265.35	141.75	165.45	142.75	150.38	157.28	184.00	105.06	166.06	176.05	208.56	185.60	124.13	260.87	173.01	248.53	158.82	141.52	180.12	156.33	135.19	62.12	182.97	92.63	113.08	143.17	207.42	179.90	168.16	159.28	179.69	117.64	138.75	142.18	183.72	151.62	147.98	130.98	156.52	202.71	130.35	183.78	214.90	139.81	314.07	134.24	203.35	87.26	165.65	158.36	169.03	156.19	164.77	201.67	160.51	242.18	143.57	111.79	128.20	146.05	194.43	149.97	106.59	224.21	128.22	145.37	147.58	257.35	168.90	102.46	85.70	152.79	243.90	148.90	203.32	113.09	143.57	200.36	187.86	205.53	76.84	249.88	222.45	209.57	163.84	272.63	70.86	165.11	133.17	165.54	208.00	186.73	151.82	155.29	207.33	96.06	179.77	213.76	116.96	138.60	201.64	56.10	135.87	235.39	48.55	68.97	145.24	85.47	134.17	159.04	77.06	50.61	232.38	83.35	183.78	241.91	247.18	414.26	107.39	139.19	138.87	359.02	97.75	150.58	501.17	167.68	216.06	215.80	177.74	158.28	149.20	150.41	156.77	103.27	195.26	283.16	367.95	337.83	229.11	91.39	179.95	117.41	198.01	153.75	301.17	138.74	171.32	222.14	228.99	162.73	204.66	46.42	52.10	241.17	206.74	202.27	220.15	184.75	223.91	298.15	121.69	220.56	185.40	192.44	331.72	167.57	205.63	225.89	189.03	208.01	254.38	226.51	186.22	164.74	90.02	234.32	187.65	181.71	217.42	174.98	118.38	297.18	126.98	228.10	118.90	216.97	106.85	102.87	64.87	111.75	38.39	118.98	173.33	143.16	126.01	154.10	146.43	190.62	129.59	134.57	105.14	244.86	118.85	200.51	179.34	153.17	124.87	97.22	121.60	116.90	155.18
Oxidative_phosphorylation	908.51	1032.96	924.11	854.50	1251.70	1131.57	810.38	1271.16	1242.77	1219.82	1113.26	1050.23	929.47	1290.77	1113.67	830.22	1005.57	1285.67	1028.33	1224.55	1022.69	885.09	1320.98	1129.88	1094.21	1094.15	951.70	1234.09	991.21	1270.27	1348.13	1012.65	1331.57	1201.38	1110.69	1111.94	1071.46	1018.45	493.34	1142.87	841.32	870.18	894.45	1152.51	1158.56	1125.76	674.16	844.20	1015.86	1067.82	758.70	1191.74	1054.93	1373.66	1049.23	959.22	1060.18	1053.87	1033.90	1184.64	1101.40	1155.44	1073.89	1143.55	757.85	977.03	1352.47	1204.19	992.41	1016.03	1143.28	1248.38	1136.25	1199.90	1317.51	1232.97	989.08	927.62	801.53	733.46	985.20	1454.65	1259.42	1005.56	1286.67	806.63	731.34	639.44	1377.79	1247.08	1194.50	1259.50	1015.69	908.51	1064.46	1258.57	1081.82	647.36	1060.92	1366.90	1234.71	1457.78	1179.06	494.95	900.81	932.38	1192.96	1341.25	1157.24	1096.29	949.82	1055.20	665.53	1072.21	1157.12	1018.95	792.68	884.18	277.69	539.41	1388.57	553.99	538.73	628.08	353.53	958.56	1048.32	544.73	288.36	1126.41	952.61	1073.15	936.70	1003.34	1504.69	666.61	1081.57	636.22	1249.40	618.04	525.58	2541.15	988.18	1029.95	1041.42	931.26	829.80	1286.36	946.59	897.57	766.02	1100.90	1006.32	1519.74	1867.51	1305.30	681.07	678.58	897.34	1267.05	639.42	1004.55	863.31	1124.03	1189.98	1058.25	859.94	1038.53	496.49	302.49	956.99	1250.98	1039.32	1240.46	1281.40	1005.85	1350.55	902.32	814.03	1179.27	1334.63	1535.72	1430.14	695.04	1265.03	936.74	1058.17	1098.69	870.05	1144.44	966.19	696.04	1107.31	1344.22	1085.51	973.30	961.12	658.81	1284.18	965.98	934.04	681.71	1214.27	1989.54	441.40	437.67	804.98	214.83	1174.89	1191.69	980.48	1121.39	1306.32	1129.46	1032.53	972.07	1121.99	819.75	1110.98	907.54	1120.37	1018.85	1083.32	960.37	748.34	922.47	795.99	989.16
Photosynthesis	285.54	375.26	262.73	216.14	422.18	343.38	284.47	364.01	437.81	362.29	414.99	194.21	355.04	383.09	392.49	278.19	335.84	342.77	345.86	414.25	355.27	233.99	405.10	331.57	433.82	340.65	286.62	388.59	293.40	438.37	323.27	325.52	347.88	458.79	402.12	352.90	364.65	302.50	159.55	395.74	304.61	294.50	286.60	352.20	347.62	374.18	121.24	214.45	398.08	369.80	235.98	352.01	328.49	371.01	392.89	314.01	315.22	262.44	301.21	340.45	373.81	202.24	386.13	354.76	264.50	297.97	457.92	401.74	286.67	350.41	334.45	432.01	279.69	436.30	507.50	338.87	281.19	241.36	261.15	256.38	278.35	200.18	305.51	342.57	336.49	198.20	274.88	254.05	378.38	344.57	355.89	178.63	283.01	335.34	297.12	363.28	310.11	363.74	260.03	388.47	398.52	465.49	301.25	201.04	322.12	316.48	373.29	380.98	335.74	340.65	238.69	298.08	258.31	307.12	255.19	395.20	238.35	187.21	66.13	95.27	294.92	249.00	205.37	167.35	65.39	264.22	300.34	167.94	86.73	254.40	327.46	193.57	140.38	234.68	248.51	230.90	293.16	95.80	211.05	124.87	104.88	365.72	212.45	263.13	340.42	218.12	220.04	278.73	311.50	207.16	125.50	334.63	165.36	330.58	237.90	327.56	232.51	198.39	316.20	336.36	140.11	170.48	306.89	350.99	333.19	227.30	210.92	283.93	223.78	87.33	179.11	326.62	220.29	318.75	368.88	196.50	242.03	334.15	130.39	312.71	435.31	212.81	290.35	124.50	305.08	232.69	164.25	284.21	183.91	363.95	292.06	192.81	324.03	357.18	234.48	249.33	253.02	194.95	210.44	345.64	198.42	257.60	358.17	247.37	74.01	188.87	226.47	69.73	388.20	352.75	298.38	347.91	423.29	326.57	299.02	329.81	398.05	268.82	284.65	334.10	279.69	292.31	391.12	342.68	273.41	344.06	315.05	361.26
Arginine_biosynthesis	1209.51	1252.41	1212.51	914.03	1424.01	1201.48	1171.51	1273.27	1496.07	1349.75	1463.28	866.05	1276.64	1294.24	1283.73	975.40	1170.17	1351.32	1187.65	1538.04	1276.41	1044.16	1494.48	1238.98	1450.57	1193.99	1086.62	1351.58	1121.73	1466.58	1266.00	1159.09	1251.11	1606.34	1476.99	1210.37	1279.04	1038.23	682.98	1475.06	1180.87	1101.96	1155.14	1293.62	1292.50	1311.14	553.67	872.39	1374.74	1368.32	847.77	1236.21	1406.74	1257.93	1433.26	1329.94	1129.82	1390.81	1105.65	1288.02	1477.09	981.88	1382.76	1270.74	1029.58	1104.10	1717.79	1440.39	1170.38	1263.45	1295.62	1370.33	1049.01	1730.75	1710.47	1141.19	1216.04	1024.35	1052.47	903.00	1083.83	1507.57	1141.07	1369.22	1239.02	868.09	1028.07	930.83	1251.51	1217.54	1198.27	916.66	1013.31	1331.95	1321.58	1303.73	1267.91	1188.70	1157.59	1733.24	1374.58	1536.89	1153.08	725.13	1164.24	1195.14	1672.54	1350.47	1231.91	1464.98	969.66	1214.07	963.75	1171.66	1174.03	1318.51	855.77	766.86	272.77	446.27	1121.31	882.97	688.11	700.41	287.70	973.88	1057.40	569.91	302.64	1107.87	1155.15	837.92	735.01	932.04	1161.93	796.77	985.64	468.17	960.87	493.75	409.02	1724.82	830.48	996.26	1188.64	933.40	817.92	999.75	1035.61	785.29	524.32	1212.60	790.82	1353.67	1194.40	1285.55	769.98	728.32	1006.71	1245.19	599.02	802.71	1036.87	1162.93	1198.27	900.82	774.94	1049.11	794.75	332.53	809.40	1172.93	705.82	1137.31	1274.17	878.15	1102.11	1064.65	622.34	1155.01	1431.75	984.78	1131.77	565.32	1116.68	882.69	778.61	1057.90	807.09	1249.07	1023.08	702.18	1143.19	1279.88	978.81	946.09	964.42	698.34	921.30	1095.52	804.25	911.45	1279.52	1190.71	328.13	719.37	833.38	262.37	1417.35	1268.52	1125.58	1317.41	1391.17	1142.62	1081.61	1313.19	1358.72	1092.00	1130.19	1251.76	1115.45	1043.25	1309.26	1185.04	999.85	1199.00	1138.53	1346.99
Purine_metabolism	4442.00	4398.89	4680.66	3434.04	4958.42	4579.92	4317.03	4593.84	5206.42	4836.15	5243.56	3701.11	4506.34	4716.93	4441.49	3483.13	4211.46	4868.27	4230.17	5256.37	4546.24	3757.72	5424.87	4589.62	5188.30	4398.18	3902.09	4967.41	4039.51	5098.50	4839.62	4224.14	4646.17	5613.58	5103.22	4355.81	4493.19	4153.46	2380.77	5289.06	4072.34	3883.63	4077.46	4737.46	4572.17	4891.16	2961.59	3496.71	4893.45	4760.89	3339.71	4416.04	4661.61	5211.74	5205.62	4416.29	4216.32	6168.38	4090.08	4845.96	5172.38	4008.68	4772.42	4629.25	3464.11	3985.50	6371.97	4928.54	4283.18	4641.32	4687.69	4871.91	4437.69	6270.60	5966.10	4632.62	4271.59	3714.56	3869.33	3163.80	4104.40	6467.50	4851.29	4874.74	4658.96	3264.56	3635.29	3268.86	5092.34	4568.92	4729.72	3353.16	3896.51	4707.07	4716.14	4805.00	4518.87	4537.14	4276.90	6024.60	4978.42	5261.02	4602.34	2964.56	4330.53	4471.78	5762.00	4821.97	4586.85	5222.70	3598.67	4797.73	3571.63	4318.01	4396.13	4722.66	3482.11	3306.47	1127.20	1912.86	4151.15	3686.16	2515.16	2763.86	1286.15	3664.16	3773.11	2014.64	1218.20	4806.23	6045.11	3594.10	3439.85	3977.05	4966.76	2784.05	4011.61	1904.04	4162.27	1972.93	2095.58	7477.90	3076.68	3887.77	4311.95	4184.41	3122.82	4472.38	3721.84	2945.75	2055.98	4508.19	3429.60	5515.57	4774.49	4877.89	2762.90	2930.51	3608.64	4470.76	2610.97	3546.89	3681.31	4264.02	4507.37	3586.72	2892.37	3889.38	3193.03	1350.11	3424.50	4317.68	4337.30	4201.78	4524.30	3836.36	4782.48	3736.58	2660.26	4154.66	5260.89	5040.91	4071.68	2536.11	4399.92	3550.42	3125.50	4175.69	3215.45	4499.10	3834.98	2819.66	4337.84	4899.16	3539.81	3608.86	3869.18	2552.29	4031.47	3965.40	3684.93	3641.89	4644.11	3835.82	1450.30	2446.43	3028.16	1013.06	4870.21	4618.20	3956.56	4434.34	5247.17	3954.37	4027.45	4503.31	4681.89	3752.93	4325.13	4409.21	4034.52	3869.77	4666.19	4081.92	3523.54	4238.54	3991.20	4819.93
Puromycin_biosynthesis	244.75	229.64	201.16	144.87	220.27	221.88	256.60	216.13	221.47	210.61	308.50	136.71	271.30	182.37	197.92	179.64	225.89	211.90	210.68	297.40	248.31	224.98	274.04	240.97	291.95	214.67	189.39	243.47	183.91	279.91	182.27	227.12	172.82	315.80	281.07	185.12	217.80	224.39	137.76	307.21	252.86	229.14	218.10	233.04	211.75	283.19	155.45	174.46	272.02	257.96	174.69	213.57	288.92	248.80	313.25	277.59	189.33	208.42	186.75	234.93	295.56	167.32	277.92	219.15	222.74	211.05	361.89	238.92	240.40	283.31	228.95	186.59	183.07	374.73	373.15	203.13	252.67	185.10	211.39	168.42	213.69	276.45	217.38	270.51	173.56	166.03	213.89	193.28	208.08	168.67	201.73	157.35	167.69	263.29	260.56	217.40	208.90	340.81	231.40	362.19	250.72	237.22	205.12	160.35	256.84	217.36	368.64	212.07	212.75	313.87	153.80	282.91	198.34	194.90	184.01	230.60	154.71	134.55	54.07	78.20	156.83	157.04	123.34	147.77	49.88	145.28	151.47	80.11	60.44	247.75	312.81	199.92	191.49	170.02	224.64	122.06	172.05	66.53	197.42	91.82	92.19	432.24	119.78	150.41	180.41	196.59	138.40	187.49	165.43	124.70	108.49	203.28	128.87	300.84	216.47	288.09	122.23	177.76	161.78	165.99	111.83	130.49	184.41	201.88	223.48	154.59	120.08	157.90	141.09	55.77	153.19	146.23	249.85	161.95	172.93	163.89	237.61	192.84	86.58	152.49	249.52	201.00	196.74	96.22	168.54	160.68	124.93	228.63	178.29	194.59	180.30	131.62	228.53	188.63	206.20	150.83	185.22	110.37	181.60	188.17	179.50	244.45	197.24	185.23	62.82	125.00	141.28	49.10	285.19	192.02	195.44	247.45	243.39	185.73	186.15	268.06	241.42	223.86	187.94	228.01	163.45	164.57	241.65	202.80	171.25	229.68	249.37	255.34
Caffeine_metabolism	57.03	32.44	29.22	28.02	24.04	36.73	59.41	13.64	23.11	34.28	53.75	15.71	74.09	9.23	20.89	31.76	19.71	32.76	32.05	56.49	45.76	92.89	56.60	25.68	63.62	33.87	29.22	35.34	30.97	37.94	19.68	25.43	9.00	43.85	59.25	25.98	43.13	15.49	41.01	51.35	67.05	50.71	50.99	30.21	32.91	26.83	81.46	23.06	59.48	53.02	28.68	20.86	82.80	17.82	55.74	76.29	17.50	1.73	15.46	41.64	74.41	44.76	62.04	22.10	60.21	26.22	75.89	43.53	49.77	32.82	36.07	1.95	5.03	74.57	89.11	15.27	61.69	37.63	49.60	27.40	44.72	8.93	22.94	58.87	11.63	38.48	45.62	45.48	9.29	9.55	20.40	30.91	19.95	62.78	62.42	22.18	40.43	12.42	46.22	96.79	18.42	14.50	29.70	27.78	29.49	44.30	97.21	16.00	32.06	82.44	26.06	42.55	29.61	27.83	36.47	36.46	24.83	14.42	19.10	29.31	3.96	27.54	13.03	67.37	6.85	16.57	13.34	5.32	11.43	90.40	28.18	39.12	138.83	42.11	134.44	13.53	6.29	6.82	102.13	21.07	12.90	345.86	10.09	10.64	17.96	47.70	12.59	24.27	13.20	14.86	3.92	14.28	38.25	139.56	49.53	22.05	10.92	10.30	21.43	14.02	48.29	14.76	14.97	5.77	18.29	18.25	4.64	15.21	22.02	7.27	57.34	6.00	40.41	17.03	18.03	38.41	148.76	16.52	5.82	11.80	69.90	64.54	29.45	17.31	16.31	10.59	14.63	31.98	55.09	13.89	10.92	13.09	8.96	13.14	98.05	23.43	79.42	11.59	11.53	24.26	20.18	42.62	19.77	27.63	13.80	23.53	21.61	12.77	64.30	25.80	29.58	44.77	14.28	18.00	26.53	66.60	33.76	56.94	25.72	38.56	24.90	16.79	23.93	31.31	28.85	35.39	58.00	42.36
